Sample_ID,PC1_0.03008,PC2_0.01143,PC3_0.00354,Super_Population,Population,Population_Description
HG03572,-1.8911772455287847,0.34657577476373624,-0.08696950769183896,AFR,MSL,Mende in Sierra Leone
HG03575,-1.6989968584011814,0.3396377097242365,-0.025531200647899408,AFR,MSL,Mende in Sierra Leone
HG03577,-1.7580166319623054,0.3401571399217011,-0.012350529964369895,AFR,MSL,Mende in Sierra Leone
HG03578,-1.7947294089432373,0.1277809073487429,0.05244015750974265,AFR,MSL,Mende in Sierra Leone
HG03583,-1.686572140035417,0.12066532823969532,0.4415854104671318,AFR,MSL,Mende in Sierra Leone
HG03585,0.5887243504368721,0.03753605839901745,0.718581623711876,SAS,BEB,Bengali in Bangladesh
HG03589,0.6091643868753401,0.14314128343386032,0.8969590735502397,SAS,BEB,Bengali in Bangladesh
HG03593,0.4381204605197033,0.2712211092871402,1.267453299143647,SAS,BEB,Bengali in Bangladesh
HG03594,0.5592627426171088,0.0880592075140915,1.1198606214485785,SAS,BEB,Bengali in Bangladesh
HG03595,0.5442656867749236,-0.06252344187859148,1.325814529438689,SAS,BEB,Bengali in Bangladesh
HG03598,0.5453187011071688,-0.18484135706968954,1.2915798012530522,SAS,BEB,Bengali in Bangladesh
HG03600,0.4315136156933471,-0.4040686734190561,2.1486261094766284,SAS,BEB,Bengali in Bangladesh
HG03603,0.6421068486454649,0.02468160966922892,0.816864001898154,SAS,BEB,Bengali in Bangladesh
HG03604,0.6177446940880024,0.2877842468892621,1.74816274325678,SAS,BEB,Bengali in Bangladesh
HG03607,0.3893905762903033,-0.5873212210520224,1.1473692936732895,SAS,BEB,Bengali in Bangladesh
HG03611,0.6407365539024727,0.04501250547892033,1.07702333081365,SAS,BEB,Bengali in Bangladesh
HG03615,0.5728087193644432,-0.3226980469561473,1.5491401562491762,SAS,BEB,Bengali in Bangladesh
HG03616,0.4645748125595288,-0.05446326607611083,1.7549552320799535,SAS,BEB,Bengali in Bangladesh
HG03619,0.5719283035721251,-0.6043478045455954,1.0361406162872364,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03624,0.4106501586447728,-0.7087235889744798,0.975945589100972,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03625,0.5373820702729013,-0.8632717087121433,0.2564161746763897,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03629,0.6244361417881727,-0.5770429938168186,0.9499535204047068,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03631,0.530053674418649,-0.252076363051918,0.9996326607267794,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03634,0.5797033410562068,-0.7065219127071418,0.22712803882606505,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03636,0.499247899255269,-0.5474402102201444,1.006172380524586,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03640,0.6173931183893053,-0.19144383986413308,2.1246459088892693,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03642,0.5659194193664661,-0.21532236644915054,1.2388021982710715,SAS,STU,Sri Lankan Tamil in the UK
HG03643,0.4242469194434171,-0.3536083787753216,1.1916211886295078,SAS,STU,Sri Lankan Tamil in the UK
HG03644,0.553863200968056,-0.3190574552645006,1.5091355014080237,SAS,STU,Sri Lankan Tamil in the UK
HG03645,0.4572364909294117,-0.09536968120182614,1.0673506481884607,SAS,STU,Sri Lankan Tamil in the UK
HG03646,0.4678501983879131,-0.4149260537256297,1.2579015628982342,SAS,STU,Sri Lankan Tamil in the UK
HG03649,0.4947162865561184,-0.3059874033963096,1.0995823296764942,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03652,0.498843809314069,-0.2704801110422869,1.154771671783594,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03653,0.5539215109336101,-0.4442768076657423,1.3683904748788591,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03660,0.5689361081374581,-0.4242878326342333,1.2200972293023609,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03663,0.5762972035409994,-0.4079158432197502,0.8702315583463642,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03667,0.5561243283819493,-0.0864560188917578,1.4310940936941507,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03668,0.4612351969262558,-0.4429329046110001,1.1348095806548482,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03672,0.5527314401092577,-0.4718787570252962,1.6208388173208808,SAS,STU,Sri Lankan Tamil in the UK
HG03673,0.5160811296355519,-0.42470379507401823,1.3923255086044406,SAS,STU,Sri Lankan Tamil in the UK
HG03679,0.4701735236896904,0.06387155091758563,1.6351537485750642,SAS,STU,Sri Lankan Tamil in the UK
HG03680,0.5423948647519896,-0.21353362920850594,1.1645915374251727,SAS,STU,Sri Lankan Tamil in the UK
HG03681,0.3494448702100629,-0.4445025726257653,1.5245792976007992,SAS,STU,Sri Lankan Tamil in the UK
HG03684,0.4762136692610798,-0.2696993248802765,1.4027618157570847,SAS,STU,Sri Lankan Tamil in the UK
HG03685,0.524975584796471,-0.2485152946965748,1.5979288304034756,SAS,STU,Sri Lankan Tamil in the UK
HG03686,0.5322668916703911,-0.2130269677761527,1.2084883221168834,SAS,STU,Sri Lankan Tamil in the UK
HG03687,0.5686386424704285,-0.3658273590468466,1.5665643146477402,SAS,STU,Sri Lankan Tamil in the UK
HG03689,0.4667330262141881,-0.3128171137849408,1.2770558217533958,SAS,STU,Sri Lankan Tamil in the UK
HG03690,0.4653279993554316,-0.4689116410194818,1.7734784542749555,SAS,STU,Sri Lankan Tamil in the UK
HG03691,0.6492752326730632,-0.3541829862118364,1.024478136617042,SAS,STU,Sri Lankan Tamil in the UK
HG03692,0.6283854205708772,0.2401368218740662,1.2660796781886945,SAS,STU,Sri Lankan Tamil in the UK
HG03693,0.5568219479283857,-0.20330041366305293,1.8041065937978795,SAS,STU,Sri Lankan Tamil in the UK
HG03694,0.6356372456640337,-0.20973045512496435,1.6884776222614288,SAS,STU,Sri Lankan Tamil in the UK
HG03695,0.58467179711575,-0.4379358284482606,1.0170087235827017,SAS,STU,Sri Lankan Tamil in the UK
HG03696,0.4546131332011788,-0.4143368376266992,1.1704301687763508,SAS,STU,Sri Lankan Tamil in the UK
HG03697,0.5300224370982082,-0.5375784512660977,1.941083709690652,SAS,STU,Sri Lankan Tamil in the UK
HG03698,0.5667573943911541,-0.14864268022746002,1.6318164624985043,SAS,STU,Sri Lankan Tamil in the UK
HG03702,0.5750616226415524,-0.2348446682487756,1.2125979825032345,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03703,0.5310409322789376,-0.6158778485133075,0.8384546700124097,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03705,0.6525446456007529,-0.03291080795801467,1.3726429502401574,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03706,0.5312718369989348,-0.3827660813054396,1.6392939448159112,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03708,0.5798385337653403,-0.5570873366464797,1.1795793276427051,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03709,0.5085921756352477,0.18448698997192844,1.8221283526604708,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03711,0.7316342716385854,-0.11720068353723485,1.1840928765569432,SAS,STU,Sri Lankan Tamil in the UK
HG03713,0.4564188677351042,-0.5978307541324269,1.0690441026828077,SAS,ITU,Indian Telugu in the UK
HG03714,0.4787846334481618,-0.9838186926395501,1.0995422544013569,SAS,ITU,Indian Telugu in the UK
HG03716,0.5756461126885604,-0.3932844277841586,0.9377330011778136,SAS,ITU,Indian Telugu in the UK
HG03717,0.4019076888613956,-0.17000674547571828,1.5109767471673654,SAS,ITU,Indian Telugu in the UK
HG03718,0.5644801757282378,0.07900049384943532,1.34167084233807,SAS,ITU,Indian Telugu in the UK
HG03720,0.4145660613660957,-0.1089664027485546,1.8140138782252573,SAS,ITU,Indian Telugu in the UK
HG03722,0.44721348577190384,-0.12329409533921505,1.7526328961313744,SAS,ITU,Indian Telugu in the UK
HG03727,0.5154625964664532,-0.5325525603434924,1.108403880301274,SAS,ITU,Indian Telugu in the UK
HG03729,0.5514688467242309,0.274828320026092,1.4430184859476916,SAS,ITU,Indian Telugu in the UK
HG03730,0.5623730428682271,-0.0016571215137053366,1.3830091110269662,SAS,ITU,Indian Telugu in the UK
HG03731,0.4608378882679203,-0.008167388616977128,1.6962064892124544,SAS,ITU,Indian Telugu in the UK
HG03733,0.5029022693968462,-0.23307482133793755,2.103251116754647,SAS,STU,Sri Lankan Tamil in the UK
HG03736,0.5397312062671981,-0.3979367046021451,1.7259433120979055,SAS,STU,Sri Lankan Tamil in the UK
HG03738,0.5754881355461899,-0.2630223249949354,1.2331686470716126,SAS,STU,Sri Lankan Tamil in the UK
HG03740,0.5100998933465225,-0.10297924899914733,1.5266550060986783,SAS,STU,Sri Lankan Tamil in the UK
HG03741,0.4419775375869437,-0.07121686801322327,1.6247317355211193,SAS,STU,Sri Lankan Tamil in the UK
HG03742,0.6567746113120592,-0.1382449268172258,2.018452668807208,SAS,ITU,Indian Telugu in the UK
HG03743,0.3647116780129451,-0.03489608699710228,1.265121122539287,SAS,STU,Sri Lankan Tamil in the UK
HG03744,0.5484435325165264,-0.2768343457630188,1.94928621944478,SAS,STU,Sri Lankan Tamil in the UK
HG03745,0.4846351611576374,-0.6110856179988077,1.6662367215325031,SAS,STU,Sri Lankan Tamil in the UK
HG03746,0.5060093058137135,-0.5204707419774139,0.5793597166613907,SAS,STU,Sri Lankan Tamil in the UK
HG03750,0.5161367642283563,-0.2485804550223577,1.976795833568976,SAS,STU,Sri Lankan Tamil in the UK
HG03752,0.5200039725967707,-0.2723880695652636,1.6865583948784932,SAS,STU,Sri Lankan Tamil in the UK
HG03753,0.4583566722670103,-0.08654136411266987,1.8501213464368615,SAS,STU,Sri Lankan Tamil in the UK
HG03754,0.5415091849405633,-0.18851232879059696,1.905529041683424,SAS,STU,Sri Lankan Tamil in the UK
HG03755,0.4913480840457524,-0.3594764545718505,1.14339848957604,SAS,STU,Sri Lankan Tamil in the UK
HG03756,0.6102106142808934,-0.2654563634068028,1.4441564714620854,SAS,STU,Sri Lankan Tamil in the UK
HG03757,0.5933483988549869,-0.18883286109501285,2.0533313868415486,SAS,STU,Sri Lankan Tamil in the UK
HG03760,0.4065322865330409,-0.4292948468306645,2.137397623712439,SAS,STU,Sri Lankan Tamil in the UK
HG03762,0.6104446625514168,-0.28629294072733463,1.6594852564021565,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03765,0.6317496129069776,-0.6423342718662696,1.5523001683435396,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03767,0.5022907711386437,-1.0074698968318918,0.6837512677130696,SAS,PJL,"Punjabi in Lahore,Pakistan"
HG03770,0.5589687837616562,-0.3788450584439293,1.4943923663391128,SAS,ITU,Indian Telugu in the UK
HG03771,0.4181009200062612,-0.5977028970644601,1.4783699405122217,SAS,ITU,Indian Telugu in the UK
HG03772,0.5569837933461479,-0.6410265759631132,1.0997487672911463,SAS,ITU,Indian Telugu in the UK
HG03773,0.688145324781825,-0.11401332164889018,1.6468368746596165,SAS,ITU,Indian Telugu in the UK
HG03774,0.6264663140563126,-0.12304888419323096,1.7334941011858978,SAS,ITU,Indian Telugu in the UK
HG03775,0.6065174459115471,-0.3196771195443067,1.682521382299826,SAS,ITU,Indian Telugu in the UK
HG03777,0.6135822572084252,-0.3706057337330172,1.2629340131912008,SAS,ITU,Indian Telugu in the UK
HG03778,0.4468749545079561,-0.06346944752398766,1.3173203269625902,SAS,ITU,Indian Telugu in the UK
HG03779,0.376305707987442,-0.27621171474780915,1.4089633791367997,SAS,ITU,Indian Telugu in the UK
HG03780,0.6087987473384902,-0.6815398213338444,0.961848677286447,SAS,ITU,Indian Telugu in the UK
HG03781,0.4620427782421542,-0.267003039841137,1.8111500404525072,SAS,ITU,Indian Telugu in the UK
HG03782,0.5663581531362308,-0.3361468015956125,1.8132050492348744,SAS,ITU,Indian Telugu in the UK
HG03784,0.5700263784904627,-0.4463633424790469,1.2704506811071183,SAS,ITU,Indian Telugu in the UK
HG03785,0.5027028616431105,-0.29334626610756964,0.9113393893944556,SAS,ITU,Indian Telugu in the UK
HG03786,0.5570506255779856,-0.02799519220865904,0.8225491529335135,SAS,ITU,Indian Telugu in the UK
HG03787,0.5781488398639629,0.021750799215289333,1.281084202595679,SAS,ITU,Indian Telugu in the UK
HG03788,0.4749908146697098,-0.1840552369526308,0.9731748128200336,SAS,ITU,Indian Telugu in the UK
HG03789,0.5084603738365864,-0.20759140500745268,1.3002069078724954,SAS,ITU,Indian Telugu in the UK
HG03790,0.5024493569958559,-0.4655231967297709,1.170402050069593,SAS,ITU,Indian Telugu in the UK
HG03792,0.6063066708700641,-0.3960337470649076,1.6118755453585132,SAS,ITU,Indian Telugu in the UK
HG03793,0.5695991570259382,-0.3909520919879317,1.1245056613676478,SAS,BEB,Bengali in Bangladesh
HG03796,0.45343992465697,-0.2711991764907246,1.5425813042379823,SAS,BEB,Bengali in Bangladesh
HG03800,0.5693483137345655,-0.09146493342138756,1.6845636393009753,SAS,BEB,Bengali in Bangladesh
HG03802,0.6152601939164164,-0.3886451331744864,1.0247036287016298,SAS,BEB,Bengali in Bangladesh
HG03803,0.4409170804053705,-0.1714803570008354,1.3911413397031749,SAS,BEB,Bengali in Bangladesh
HG03805,0.6042495023788118,0.03192028351923107,1.5553628800643915,SAS,BEB,Bengali in Bangladesh
HG03808,0.44868075436682026,0.17079265543619582,1.0939307063917565,SAS,BEB,Bengali in Bangladesh
HG03809,0.5835317983054558,0.018624480775773663,1.8581330358011503,SAS,BEB,Bengali in Bangladesh
HG03812,0.5235138141306437,-0.17253543933555365,1.7064202517113871,SAS,BEB,Bengali in Bangladesh
HG03814,0.4451160248499273,-0.06520327463420482,1.5628538908100735,SAS,BEB,Bengali in Bangladesh
HG03815,0.32196090392795235,-0.1750813859052995,1.9816846923001004,SAS,BEB,Bengali in Bangladesh
HG03817,0.6248330398813805,0.1291516553101567,0.626061663267739,SAS,BEB,Bengali in Bangladesh
HG03821,0.5863124441747041,-0.2670906324361211,0.3618889313756836,SAS,BEB,Bengali in Bangladesh
HG03823,0.6654772873165874,-0.16255435686219127,1.4311502078656948,SAS,BEB,Bengali in Bangladesh
HG03824,0.4859008640336378,-8.147724475081092e-05,1.7000928970087064,SAS,BEB,Bengali in Bangladesh
HG03826,0.5988365068756547,-0.3156828848062515,1.3892542131705778,SAS,BEB,Bengali in Bangladesh
HG03829,0.4353170021441241,-0.162875502989675,1.804834016113114,SAS,BEB,Bengali in Bangladesh
HG03830,0.5201148452804849,-0.18147505269003988,1.0548529050587974,SAS,BEB,Bengali in Bangladesh
HG03832,0.573991217359007,-0.09365306592346508,0.9962641453978204,SAS,BEB,Bengali in Bangladesh
HG03833,0.5914110420693891,-0.325920142569381,0.8344206898563963,SAS,BEB,Bengali in Bangladesh
HG03836,0.5349150407992431,-0.2773575351482565,1.2354183755392296,SAS,STU,Sri Lankan Tamil in the UK
HG03837,0.4807558860204987,-0.02907347303619375,1.8552289748919903,SAS,STU,Sri Lankan Tamil in the UK
HG03838,0.4542740388867322,-0.17790020358030467,1.7131281335873407,SAS,STU,Sri Lankan Tamil in the UK
HG03844,0.6065810275975899,-0.2908883924842353,0.8799580270237191,SAS,STU,Sri Lankan Tamil in the UK
HG03846,0.48608924371272,-0.3842585672625066,1.7839410685678139,SAS,STU,Sri Lankan Tamil in the UK
HG03848,0.5531380963137412,-0.15405338972232674,1.2754545585041923,SAS,STU,Sri Lankan Tamil in the UK
HG03849,0.5128876304533239,-0.11481839691680233,1.4019792265094164,SAS,STU,Sri Lankan Tamil in the UK
HG03850,0.4518208101083263,-0.21885198118428054,1.5690010253003006,SAS,STU,Sri Lankan Tamil in the UK
HG03851,0.5450138947118487,-0.24776386753212765,1.0013571232735747,SAS,STU,Sri Lankan Tamil in the UK
HG03854,0.4462094993860677,0.052107904968839235,1.4973904627105064,SAS,STU,Sri Lankan Tamil in the UK
HG03856,0.4856384532543561,-0.19622213297494626,1.2101708865482603,SAS,STU,Sri Lankan Tamil in the UK
HG03857,0.56317491913672,-0.27693954645826696,1.5775612662518668,SAS,STU,Sri Lankan Tamil in the UK
HG03858,0.4481298927577661,-0.315046841923064,1.6125624145845592,SAS,STU,Sri Lankan Tamil in the UK
HG03861,0.5462283853545022,-0.3667775905791121,1.1221281193814527,SAS,ITU,Indian Telugu in the UK
HG03862,0.5239435435689954,-0.4643015296212114,1.2598670283409108,SAS,ITU,Indian Telugu in the UK
HG03863,0.4635766104958488,-0.4924335729234005,1.2134868589753938,SAS,ITU,Indian Telugu in the UK
HG03864,0.6093100720711192,-0.4941274958896848,1.31969790973585,SAS,ITU,Indian Telugu in the UK
HG03866,0.6008497599542154,-0.5650431635481297,1.140863213094076,SAS,ITU,Indian Telugu in the UK
HG03867,0.5412337383558944,-0.4027192263860861,1.5668452187123636,SAS,ITU,Indian Telugu in the UK
HG03868,0.578751869266027,-0.2994077115290995,1.0615523452333218,SAS,ITU,Indian Telugu in the UK
HG03869,0.5456319470427313,-0.3896765777210312,1.9512264664333945,SAS,ITU,Indian Telugu in the UK
HG03870,0.5566041236043239,-0.3609655487842128,1.1911805053359832,SAS,ITU,Indian Telugu in the UK
HG03871,0.563941752474176,-0.34000129903531595,2.090300740684266,SAS,ITU,Indian Telugu in the UK
HG03872,0.6318864637899778,-0.3878553479788443,1.5337633902089598,SAS,ITU,Indian Telugu in the UK
HG03873,0.5006609673757532,-0.2620765720300457,1.8117439172523235,SAS,ITU,Indian Telugu in the UK
HG03874,0.494160642070122,-0.292198471846846,1.5382463993171325,SAS,ITU,Indian Telugu in the UK
HG03875,0.4995928298290396,-0.4697264449816183,1.536898274234996,SAS,ITU,Indian Telugu in the UK
HG03882,0.459944503508726,-0.36487126473865056,1.7288463905384626,SAS,ITU,Indian Telugu in the UK
HG03884,0.4583075005716239,-0.2156065793334221,1.5987389279534268,SAS,STU,Sri Lankan Tamil in the UK
HG03885,0.5770079515356713,-0.35498605095762664,1.30536817581962,SAS,STU,Sri Lankan Tamil in the UK
HG03886,0.4879978435262021,-0.14528098976287432,1.9946643550085927,SAS,STU,Sri Lankan Tamil in the UK
HG03887,0.5608703218181122,0.0732220016276722,1.5112409403456173,SAS,STU,Sri Lankan Tamil in the UK
HG03888,0.5718405197939668,-0.4393233630994803,1.350164267181587,SAS,STU,Sri Lankan Tamil in the UK
HG03890,0.5131837487575034,-0.4801165546780304,1.7013096857031615,SAS,STU,Sri Lankan Tamil in the UK
HG03894,0.4785717755432698,-0.00755991776015181,0.9890759505433576,SAS,STU,Sri Lankan Tamil in the UK
HG03895,0.515759518415845,-0.15289405677952764,1.814649843935645,SAS,STU,Sri Lankan Tamil in the UK
HG03896,0.5566815550747182,-0.21983067392511774,1.4426081483240685,SAS,STU,Sri Lankan Tamil in the UK
HG03897,0.5551877756913066,-0.10797847630967126,0.9535881190222518,SAS,STU,Sri Lankan Tamil in the UK
HG03898,0.4228020906479088,-0.06770700881563894,1.7774242009803791,SAS,STU,Sri Lankan Tamil in the UK
HG03899,0.5708234926797029,-0.2968302032229437,1.8681828479854008,SAS,STU,Sri Lankan Tamil in the UK
HG03900,0.537526270995485,-0.4624598050715497,1.7148122187832884,SAS,STU,Sri Lankan Tamil in the UK
HG03902,0.5246213118949498,0.09495848831641594,1.1476996565135706,SAS,BEB,Bengali in Bangladesh
HG03905,0.6155359752748917,-0.2994570687550192,1.3085060415057426,SAS,BEB,Bengali in Bangladesh
HG03907,0.3860592836566093,-0.35958168572963306,1.3845084104022507,SAS,BEB,Bengali in Bangladesh
HG03908,0.44029689577811376,-0.06159344234947382,1.6491142087910569,SAS,BEB,Bengali in Bangladesh
HG03910,0.41345999337547495,-0.2989223840212117,1.0549146716785256,SAS,BEB,Bengali in Bangladesh
HG03911,0.5630364469498946,-0.2270508689082447,1.977927597672354,SAS,BEB,Bengali in Bangladesh
HG03913,0.5677482054952577,-0.08608847881796992,2.0273026819228943,SAS,BEB,Bengali in Bangladesh
HG03914,0.4887670971762521,-0.3994740528868361,1.5338516329528695,SAS,BEB,Bengali in Bangladesh
HG03916,0.5465472486249104,0.2320263436161612,1.2972237014079748,SAS,BEB,Bengali in Bangladesh
HG03917,0.6218924430103285,-0.3520852823918064,1.0705899745309695,SAS,BEB,Bengali in Bangladesh
HG03919,0.4249763648517141,-0.19524112084081105,1.6412966437659642,SAS,BEB,Bengali in Bangladesh
HG03920,0.6222616765965899,-0.3606445307051789,1.4307515130017818,SAS,BEB,Bengali in Bangladesh
HG03922,0.4364352388106439,0.1455234568037828,1.632021559741322,SAS,BEB,Bengali in Bangladesh
HG03925,0.4884785386132208,-0.2809169343682407,1.3844475327355643,SAS,BEB,Bengali in Bangladesh
HG03926,0.659129691204671,-0.1699011756958975,0.4904729621380781,SAS,BEB,Bengali in Bangladesh
HG03928,0.4397357908338884,-0.0040085109080244775,1.2564562817963691,SAS,BEB,Bengali in Bangladesh
HG03931,0.5680982833814994,-0.18776819073425635,1.5245092200623993,SAS,BEB,Bengali in Bangladesh
HG03934,0.5093697578291816,-0.25730161645063865,1.6092034108617723,SAS,BEB,Bengali in Bangladesh
HG03937,0.5724267458122325,-0.3659726084002852,1.1991153575433815,SAS,BEB,Bengali in Bangladesh
HG03940,0.40909276607600503,-0.3398009922075637,1.7638041119421852,SAS,BEB,Bengali in Bangladesh
HG03941,0.4226964914628519,-0.18246462623239929,1.5138500626395195,SAS,BEB,Bengali in Bangladesh
HG03943,0.4938558332533184,0.0023483063059118784,1.5263512963024903,SAS,STU,Sri Lankan Tamil in the UK
HG03944,0.4150402241994128,-0.16364256678564204,1.4619370614392615,SAS,STU,Sri Lankan Tamil in the UK
HG03945,0.5513219985466385,-0.4641886754412546,0.9096448717745516,SAS,STU,Sri Lankan Tamil in the UK
HG03947,0.5697175901156214,-0.4158956285937873,1.151905538615276,SAS,STU,Sri Lankan Tamil in the UK
HG03949,0.518053438357058,-0.05949374412934884,1.1334011891111415,SAS,STU,Sri Lankan Tamil in the UK
HG03950,0.5313807658062631,-0.5583504725796646,1.359490640916793,SAS,STU,Sri Lankan Tamil in the UK
HG03951,0.3184416084856849,-0.3028010981726034,1.9665031918783693,SAS,STU,Sri Lankan Tamil in the UK
HG03953,0.4916609654413146,-0.6828765872840614,1.788308866664008,SAS,STU,Sri Lankan Tamil in the UK
HG03955,0.5549760205295242,-0.24444735183407001,1.3823261921197716,SAS,STU,Sri Lankan Tamil in the UK
HG03960,0.5132340406963279,0.04666314391433853,0.9734564575448852,SAS,ITU,Indian Telugu in the UK
HG03963,0.5198861228358639,-0.15516924353257427,1.7511195705990392,SAS,ITU,Indian Telugu in the UK
HG03965,0.6525425135086976,-0.2579455864717048,1.711515016200065,SAS,ITU,Indian Telugu in the UK
HG03967,0.5325370977241629,-0.27501349758915283,1.7458254891488263,SAS,ITU,Indian Telugu in the UK
HG03968,0.6082572850564427,-0.2771834180654878,1.959463836709904,SAS,ITU,Indian Telugu in the UK
HG03969,0.5216629955342588,-0.1912393371829836,1.3514834411716206,SAS,ITU,Indian Telugu in the UK
HG03971,0.5647811409056271,-0.3973638088850098,0.7381999702222894,SAS,ITU,Indian Telugu in the UK
HG03973,0.6137903562067946,-0.7624433084758184,1.2236148797057311,SAS,ITU,Indian Telugu in the UK
HG03974,0.3848923571677199,-0.1073805021371702,1.6242917062533837,SAS,ITU,Indian Telugu in the UK
HG03976,0.5955575794354767,-0.2809629131975163,1.3844275416421907,SAS,ITU,Indian Telugu in the UK
HG03977,0.4066377752959025,-0.3808026323784831,1.2425523926408637,SAS,ITU,Indian Telugu in the UK
HG03978,0.5299954953980957,-0.3975765938824565,1.9757509998073632,SAS,ITU,Indian Telugu in the UK
HG03985,0.6379224198228468,-0.538524352658321,1.5144605832778115,SAS,STU,Sri Lankan Tamil in the UK
HG03986,0.4542506492224981,-0.6280709591498779,1.8004266120098658,SAS,STU,Sri Lankan Tamil in the UK
HG03989,0.4529346962755724,-0.7604983445933071,1.0821424279254652,SAS,STU,Sri Lankan Tamil in the UK
HG03990,0.4385408066637268,0.19132188912729856,1.4963262219911604,SAS,STU,Sri Lankan Tamil in the UK
HG03991,0.5463533602370739,-0.16361771741884906,1.5517495924304496,SAS,STU,Sri Lankan Tamil in the UK
HG03995,0.5393902857214686,-0.04519950985949936,0.9303347159147356,SAS,STU,Sri Lankan Tamil in the UK
HG03998,0.6287021566392182,-0.5634769932574456,1.7166256295022135,SAS,STU,Sri Lankan Tamil in the UK
HG03999,0.5871689115595442,0.07602587960878943,1.5192977590906966,SAS,STU,Sri Lankan Tamil in the UK
HG04001,0.5990788536162358,-0.30229920380997083,1.2411440392303774,SAS,ITU,Indian Telugu in the UK
HG04002,0.5063020803610201,-0.3467280199380538,1.7745986422150015,SAS,ITU,Indian Telugu in the UK
HG04003,0.4794848846917635,-0.7017843042459788,1.1415692529923072,SAS,STU,Sri Lankan Tamil in the UK
HG04006,0.5270574451524775,-0.7619091322651372,1.4587602931893375,SAS,STU,Sri Lankan Tamil in the UK
HG04014,0.4901028496000032,-0.26424552311557986,1.0347279878956712,SAS,ITU,Indian Telugu in the UK
HG04015,0.5320727490942893,-0.19354490214723025,1.2989340778983716,SAS,ITU,Indian Telugu in the UK
HG04017,0.5302747149307129,-0.5247324419933439,1.5443708473029805,SAS,ITU,Indian Telugu in the UK
HG04018,0.590340729891427,-0.09855529387614542,1.1798600633163665,SAS,ITU,Indian Telugu in the UK
HG04019,0.5742804950591505,-0.010058736381133616,1.6719905791537668,SAS,ITU,Indian Telugu in the UK
HG04020,0.5481665447145291,-0.2507672561974975,1.253274662866675,SAS,ITU,Indian Telugu in the UK
HG04022,0.6167587227976746,-0.4016507751989995,1.4348803594451571,SAS,ITU,Indian Telugu in the UK
HG04023,0.40727525000314097,-0.1935164332059392,1.7430710001673482,SAS,ITU,Indian Telugu in the UK
HG04025,0.6159270542101529,0.08876759541278208,1.5397831426374995,SAS,ITU,Indian Telugu in the UK
HG04026,0.476332034679799,-0.3872632445710713,1.3484154953729095,SAS,ITU,Indian Telugu in the UK
HG04029,0.4606370491319618,-0.2658092669486681,1.9954782255275512,SAS,STU,Sri Lankan Tamil in the UK
HG04033,0.5399953617096859,0.02710239348852514,1.3611040580408762,SAS,STU,Sri Lankan Tamil in the UK
HG04035,0.5835757494565006,-0.3267443232791157,1.1073322697428851,SAS,STU,Sri Lankan Tamil in the UK
HG04038,0.5580594472445445,-0.6666756104559605,1.2775627783306749,SAS,STU,Sri Lankan Tamil in the UK
HG04039,0.4328912541722412,-0.3990257958396843,2.514345533085618,SAS,STU,Sri Lankan Tamil in the UK
HG04042,0.5984905802978789,-0.3808023613459557,0.8771092831880337,SAS,STU,Sri Lankan Tamil in the UK
HG04047,0.3915934641427648,-0.4524110609076124,1.0065149227993304,SAS,STU,Sri Lankan Tamil in the UK
HG04054,0.7235488443367484,0.06055735128364565,1.7636983268892743,SAS,ITU,Indian Telugu in the UK
HG04056,0.4144721844250753,-0.5227283220529108,1.4800583463255983,SAS,ITU,Indian Telugu in the UK
HG04059,0.5202124998741531,-0.4788667940417398,1.1703660108877625,SAS,ITU,Indian Telugu in the UK
HG04060,0.5590617263324476,-0.6613980906330226,1.0702551988425306,SAS,ITU,Indian Telugu in the UK
HG04061,0.5747263990835206,-0.04789692108733072,1.5576734020326548,SAS,ITU,Indian Telugu in the UK
HG04062,0.5173125808813493,-0.33393941265074656,1.6122248107074808,SAS,ITU,Indian Telugu in the UK
HG04063,0.4887451635824283,-0.4047226812822829,1.19528671387745,SAS,ITU,Indian Telugu in the UK
HG04070,0.5584652246551826,-0.17553706077934908,1.4012294980969726,SAS,ITU,Indian Telugu in the UK
